Marque;Famille;Modele;Nom de code;Plate-forme;Frequence;Nombre de Transistors;Gravure;Jeux d'instructions;Tension;Socket;Nombre de coeur;Date de commercialisation;prix
Intel;Atom Z500 series;Z510P;Silverthorne;;1100 MHz;47,000,000;45 nanometres;32 bit;1,10 V;BGA437;1;04/06/2010;2158
Intel;Atom Z500 series;Z510PT;Silverthorne;;1100 MHz;47,000,000;45 nanometres;32 bit;1,10 V;BGA437;1;04/06/2010;1134
Intel;Atom Z500 series;Z515;Silverthorne;;1200 MHz;47,000,000;45 nanometres;32 bit;1,10 V;BGA441;1;20/05/2011;2740
Intel;Atom Z500 series;Z520;Silverthorne;;1330 MHz;47,000,000;45 nanometres;32 bit;1,10 V;BGA441;1;20/05/2011;571
Intel;Atom Z500 series;Z520PT;Silverthorne;;1330 MHz;47,000,000;45 nanometres;32 bit;1,10 V;BGA437;1;20/05/2011;2726
Intel;Atom Z500 series;Z530;Silverthorne;;1600 MHz;47,000,000;45 nanometres;32 bit;1,10 V;BGA441;1;20/05/2011;837
Intel;Atom Z500 series;Z530P;Silverthorne;;1600 MHz;47,000,000;45 nanometres;32 bit;1,10 V;BGA437;1;20/05/2011;1062
Intel;Atom Z500 series;Z540;Silverthorne;;1860 MHz;47,000,000;45 nanometres;32 bit;1,10 V;BGA441;1;20/05/2011;781
Intel;Atom Z500 series;Z550;Silverthorne;;2000 MHz;47,000,000;45 nanometres;32 bit;1,10 V;BGA441;1;20/05/2011;673
Intel;Atom Z500 series;Z560;Silverthorne;;2130 MHz;47,000,000;45 nanometres;32 bit;1,10 V;BGA441;1;20/05/2011;2579
Intel;Atom 330 series;330;Diamondville;Nettop '08;1600 MHz;94,000,000;45 nanometres;64 bit;1,1625 V;BGA437;2;07/05/2010;3192
Intel;Atom 230 series;230;Diamondville;Nettop '08;1600 MHz;47,000,000;45 nanometres;64 bit;1,1625 V;BGA437;1;07/05/2010;1671
Intel;Atom N200 series;N270;Diamondville;Netbook '08;1600 MHz;47,000,000;45 nanometres;32 bit;1,1625 V;BGA437;1;07/05/2010;430
Intel;Atom N200 series;N280;Diamondville;Netbook '08;1660 MHz;47,000,000;45 nanometres;32 bit;1,1625 V;BGA437;1;07/05/2010;2002
Intel;Atom D400 series;D410;Pineview;Pine Trail-D;1660 MHz;123,000,000;45 nanometres;64 bit;1,175 V;BGA559;1;04/01/2010;3076
Intel;Atom D400 series;D425;Pineview;Pine Trail-D;1800 MHz;123,000,000;45 nanometres;64 bit;1,175 V;BGA559;1;21/06/2010;1089
Intel;Atom D500 series;D510;Pineview;Pine Trail-D;1660 MHz;176,000,000;45 nanometres;64 bit;1,175 V;BGA559;2;04/01/2010;2538
Intel;Atom D500 series;D525;Pineview;Pine Trail-D;1800 MHz;176,000,000;45 nanometres;64 bit;1,175 V;BGA559;2;21/06/2010;2457
Intel;Core i7 Extreme Edition;965 XE;Bloomfield;X58;3200 MHz;731,000,000;45 nanometres;64 bit;1,375 V;LGA1366;4;17/11/2008;263
Intel;Core i7 Extreme Edition;975 XE;Bloomfield;X58;3330 MHz;731,000,000;45 nanometres;64 bit;1,375 V;LGA1366;4;02/06/2009;2210
Intel;Core i7;920;Bloomfield;X58;2667 MHz;731,000,000;45 nanometres;64 bit;1,375 V;LGA1366;4;17/11/2008;2259
Intel;Core i7;930;Bloomfield;X58;2880 MHz;731,000,000;45 nanometres;64 bit;1,375 V;LGA1366;4;01/03/2010;1996
Intel;Core i7;940;Bloomfield;X58;2930 MHz;731,000,000;45 nanometres;64 bit;1,375 V;LGA1366;4;17/11/2008;2913
Intel;Core i7;950;Bloomfield;X58;3060 MHz;731,000,000;45 nanometres;64 bit;1,375 V;LGA1366;4;02/06/2009;3513
Intel;Core i7;960;Bloomfield;X58;3200 MHz;731,000,000;45 nanometres;64 bit;1,375 V;LGA1366;4;20/10/2009;2995
Intel;Xeon 3500;W3505;Nehalem;Tylersburg;2530 MHz;731,000,000;45 nanometres;64 bit;1,225 V;LGA1366;2;01/01/2009;1882
Intel;Xeon 3500;W3520;Nehalem;Tylersburg;2670 MHz;731,000,000;45 nanometres;64 bit;1,375 V;LGA1366;4;30/03/2009;941
Intel;Xeon 3500;W3530;Nehalem;Tylersburg;2800 MHz;731,000,000;45 nanometres;64 bit;1,375 V;LGA1366;4;16/03/2009;234
Intel;Xeon 3500;W3540;Nehalem;Tylersburg;2960 MHz;731,000,000;45 nanometres;64 bit;1,375 V;LGA1366;4;30/03/2009;2705
Intel;Xeon 3500;W3550;Nehalem;Tylersburg;3060 MHz;731,000,000;45 nanometres;64 bit;1,375 V;LGA1366;4;05/08/2009;530
Intel;Xeon 3500;W3565;Nehalem;Tylersburg;3200 MHz;731,000,000;45 nanometres;64 bit;1,225 V;LGA1366;4;02/11/2009;2610
Intel;Xeon 3500;W3570;Nehalem;Tylersburg;3200 MHz;731,000,000;45 nanometres;64 bit;1,375 V;LGA1366;4;30/03/2009;810
Intel;Xeon 3500;W3580;Nehalem;Tylersburg;3330 Mhz;731,000,000;45 nanometres;64 bit;1,375 V;LGA1366;4;05/08/2009;858
Intel;Core i7;860S;Lynnfield;;2530 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;30/03/2012;290
Intel;Core i7;870S;Lynnfield;;2660 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;30/03/2012;437
Intel;Core i7;860;Lynnfield;;2800 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;29/06/2012;504
Intel;Core i7;870;Lynnfield;;2930 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;29/06/2012;346
Intel;Core i7;875K;Lynnfield;;2930 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;24/02/2012;3211
Intel;Core i7;880;Lynnfield;;3060 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;30/03/2012;3110
Intel;Core i5;750S;Lynnfield;;2400 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;30/03/2012;2956
Intel;Core i5;750;Lynnfield;;2660 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;26/08/2011;3185
Intel;Core i5;760;Lynnfield;;2800 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;24/02/2012;2697
Intel;Xeon 3400;L3426;Lynnfield;Foxhollow;1870 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;08/09/2009;2861
Intel;Xeon 3400;X3430;Lynnfield;Foxhollow;2400 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;08/09/2009;3263
Intel;Xeon 3400;X3440;Lynnfield;Foxhollow;2530 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;08/09/2009;2160
Intel;Xeon 3400;X3450;Lynnfield;Foxhollow;2670 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;08/09/2009;476
Intel;Xeon 3400;X3460;Lynnfield;Foxhollow;2800 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;08/09/2009;1947
Intel;Xeon 3400;X3470;Lynnfield;Foxhollow;2930 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;08/09/2009;520
Intel;Xeon 3400;X3480;Lynnfield;Foxhollow;3060 MHz;774,000,000;45 nanometres;64 bit;1,40 V;LGA1156;4;09/06/2010;3114
Intel;Xeon 5500;E5502;Gainestown;Tylersburg-EP;2000 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;2;30/03/2009;1013
Intel;Xeon 5500;E5503;Gainestown;Tylersburg-EP;2000 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;2;30/03/2009;1896
Intel;Xeon 5500;E5504;Gainestown;Tylersburg-EP;2000 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;4;30/03/2009;3305
Intel;Xeon 5500;L5506;Gainestown;Tylersburg-EP;2133 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;4;30/03/2009;724
Intel;Xeon 5500;E5506;Gainestown;Tylersburg-EP;2133 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;4;30/03/2009;1719
Intel;Xeon 5500;L5508;Gainestown;Tylersburg-EP;2000 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;2;30/03/2009;1143
Intel;Xeon 5500;L5518;Gainestown;Tylersburg-EP;2133 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;4;30/03/2009;2630
Intel;Xeon 5500;L5520;Gainestown;Tylersburg-EP;2270 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;4;05/08/2009;2761
Intel;Xeon 5500;E5520;Gainestown;Tylersburg-EP;2270 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;4;30/03/2009;3509
Intel;Xeon 5500;L5530;Gainestown;Tylersburg-EP;2400 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;4;30/03/2009;2226
Intel;Xeon 5500;E5530;Gainestown;Tylersburg-EP;2400 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;4;30/03/2009;831
Intel;Xeon 5500;E5540;Gainestown;Tylersburg-EP;2533 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;4;30/03/2009;2748
Intel;Xeon 5500;X5550;Gainestown;Tylersburg-EP;2670 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;4;30/03/2009;3347
Intel;Xeon 5500;X5560;Gainestown;Tylersburg-EP;2800 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;4;30/03/2009;1573
Intel;Xeon 5500;X5570;Gainestown;Tylersburg-EP;2933 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;4;30/03/2009;2938
Intel;Xeon 5500;W5580;Gainestown;Tylersburg-EP;3200 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;4;30/03/2009;2263
Intel;Xeon 5500;W5590;Gainestown;Tylersburg-EP;3333 MHz;731,000,000;45 nanometres;64 bit;1,35 V;LGA1366;4;05/08/2009;2669
Intel;Xeon 7500;E7520;Beckton;Boxboro-EX;1870 MHz;2,300,000,000;45 nanometres;64 bit;1,35 V;LGA1567;4;01/01/2010;836
Intel;Xeon 7500;E7530;Beckton;Boxboro-EX;1870 MHz;2,300,000,000;45 nanometres;64 bit;1,35 V;LGA1567;6;01/01/2010;2508
Intel;Xeon 7500;E7540;Beckton;Boxboro-EX;2000 MHz;2,300,000,000;45 nanometres;64 bit;1,35 V;LGA1567;6;01/01/2010;910
Intel;Xeon 7500;X7542;Beckton;Boxboro-EX;2670 MHz;2,300,000,000;45 nanometres;64 bit;1,35 V;LGA1567;6;01/01/2010;2828
Intel;Xeon 7500;L7545;Beckton;Boxboro-EX;1870 MHz;2,300,000,000;45 nanometres;64 bit;1,35 V;LGA1567;6;01/01/2010;2370
Intel;Xeon 7500;X7550;Beckton;Boxboro-EX;2000 MHz;2,300,000,000;45 nanometres;64 bit;1,35 V;LGA1567;8;01/01/2010;2046
Intel;Xeon 7500;L7555;Beckton;Boxboro-EX;1870 MHz;2,300,000,000;45 nanometres;64 bit;1,35 V;LGA1567;8;01/01/2010;1651
Intel;Xeon 7500;X7560;Beckton;Boxboro-EX;2270 MHz;2,300,000,000;45 nanometres;64 bit;1,35 V;LGA1567;8;01/01/2010;563
Intel;Xeon 6500;E6510;Nehalem-EX;Boxboro-EX;1730 MHz;2,300,000,000;45 nanometres;64 bit;1,35 V;LGA1567;4;01/01/2010;3222
Intel;Xeon 6500;E6540;Nehalem-EX;Boxboro-EX;2000 MHz;2,300,000,000;45 nanometres;64 bit;1,35 V;LGA1567;6;01/01/2010;1164
Intel;Xeon 6500;X6550;Nehalem-EX;Boxboro-EX;2000 MHz;2,300,000,000;45 nanometres;64 bit;1,35 V;LGA1567;8;01/01/2010;3196
Intel;Core i7 Mobile Extreme Edition;920XM;Clarksfield;Calpella;2000 MHz;774,000,000;45 nanometres;64 bit;1,40 V;PGA988;4;30/09/2011;2791
Intel;Core i7 Mobile Extreme Edition;940XM;Clarksfield;Calpella;2130 MHz;774,000,000;45 nanometres;64 bit;1,40 V;PGA988;4;30/09/2011;569
Intel;Core i7 Mobile;720QM;Clarksfield;Calpella;1600 MHz;774,000,000;45 nanometres;64 bit;1,40 V;PGA988;4;30/09/2011;1033
Intel;Core i7 Mobile;740QM;Clarksfield;Calpella;1730 MHz;774,000,000;45 nanometres;64 bit;1,40 V;PGA988;4;30/09/2011;1653
Intel;Core i7 Mobile;820QM;Clarksfield;Calpella;1730 MHz;774,000,000;45 nanometres;64 bit;1,40 V;PGA988;4;30/09/2011;2692
Intel;Core i7 Mobile;840QM;Clarksfield;Calpella;1860 MHz;774,000,000;45 nanometres;64 bit;1,40 V;PGA988;4;30/09/2011;1998
Intel;Core i7 Extreme Edition;980X;Gulftown;2010 HEDT;3330 MHz;1,170,000,000;32 nanometres;64 bit;1,375 V;LGA1366;6;30/09/2011;3232
Intel;Core i7 Extreme Edition;990X;Gulftown;2010 HEDT;3400 Mhz;1,170,000,000;32 nanometres;64 bit;1,375 V;LGA1366;6;29/06/2012;2991
Intel;Core i7;970;Gulftown;2011 HEDT;3200 MHz;1,170,000,000;32 nanometres;64 bit;1,375 V;LGA1366;6;27/01/2012;611
Intel;Core i7;980;Gulftown;2012 HEDT;3330 MHz;1,170,000,000;32 nanometres;64 bit;1,30 V;LGA1366;6;29/06/2012;1675
Intel;Xeon 5600;L5609;Westmere-EP;Tylersburg-WS;1870 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;4;16/03/2010;3421
Intel;Xeon 5600;L5618;Westmere-EP;Tylersburg-WS;1870 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;4;16/03/2010;2203
Intel;Xeon 5600;E5620;Westmere-EP;Tylersburg-WS;2400 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;4;16/03/2010;1087
Intel;Xeon 5600;L5630;Westmere-EP;Tylersburg-WS;2130 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;4;16/03/2010;1202
Intel;Xeon 5600;E5630;Westmere-EP;Tylersburg-WS;2533 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;4;16/03/2010;878
Intel;Xeon 5600;L5638;Westmere-EP;Tylersburg-WS;2000 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;6;16/03/2010;1186
Intel;Xeon 5600;L5640;Westmere-EP;Tylersburg-WS;2270 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;6;16/03/2010;2793
Intel;Xeon 5600;E5640;Westmere-EP;Tylersburg-WS;2670 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;4;16/03/2010;441
Intel;Xeon 5600;E5645;Westmere-EP;Tylersburg-WS;2400 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;6;16/03/2010;1145
Intel;Xeon 5600;X5650;Westmere-EP;Tylersburg-WS;2670 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;6;16/03/2010;2090
Intel;Xeon 5600;X5660;Westmere-EP;Tylersburg-WS;2800 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;6;16/03/2010;1387
Intel;Xeon 5600;X5667;Westmere-EP;Tylersburg-WS;3070 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;4;16/03/2010;2053
Intel;Xeon 5600;X5670;Westmere-EP;Tylersburg-WS;2933 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;6;16/03/2010;3133
Intel;Xeon 5600;X5677;Westmere-EP;Tylersburg-WS;3470 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;4;16/03/2010;3476
Intel;Xeon 5600;X5680;Westmere-EP;Tylersburg-WS;3330 MHz;1,170,000,000;32 nanometres;64 bit;1,35 V;LGA1366;6;16/03/2010;3177
Intel;Xeon 3600;W3670;Westmere-EP;Tylersburg-WS;3330 MHz;1,170,000,000;32 nanometres;64 bit;1,375 V;LGA1366;6;30/08/2010;1989
Intel;Xeon 3600;W3680;Westmere-EP;Tylersburg-WS;3330 MHz;1,170,000,000;32 nanometres;64 bit;1,375 V;LGA1366;6;16/03/2010;3160
Intel;Xeon 3600;W3690;Westmere-EP;Tylersburg-WS;3330 MHz;1,170,000,000;32 nanometres;64 bit;1,375 V;LGA1366;6;13/02/2011;1708
Intel;Core i5 ;650;Clarkdale;;3200 MHz;382,000,000;32 nanometres;64 bit;1,40 V;LGA1156;2;07/01/2010;1067
Intel;Core i5 ;655K;Clarkdale;;3200 MHz;382,000,000;32 nanometres;64 bit;1,40 V;LGA1156;2;01/06/2010;2198
Intel;Core i5;660;Clarkdale;;3330 MHz;382,000,000;32 nanometres;64 bit;1,40 V;LGA1156;2;07/01/2010;1561
Intel;Core i5;661;Clarkdale;;3330 MHz;382,000,000;32 nanometres;64 bit;1,40 V;LGA1156;2;07/01/2010;581
Intel;Core i5;670;Clarkdale;;3460 MHz;382,000,000;32 nanometres;64 bit;1,40 V;LGA1156;2;07/01/2010;1668
Intel;Core i5;680;Clarkdale;;3600 MHz;382,000,000;32 nanometres;64 bit;1,40 V;LGA1156;2;18/04/2010;667
Intel;Core i3;530;Clarkdale;;2933 MHz;382,000,000;32 nanometres;64 bit;1,40 V;LGA1156;2;05/01/2010;291
Intel;Core i3;540;Clarkdale;;3060 MHz;382,000,000;32 nanometres;64 bit;1,40 V;LGA1156;2;05/01/2010;1433
Intel;Core i3;550;Clarkdale;;3200 MHz;382,000,000;32 nanometres;64 bit;1,40 V;LGA1156;2;01/04/2010;1252
Intel;Core i3;560;Clarkdale;;3330 MHz;382,000,000;32 nanometres;64 bit;1,40 V;LGA1156;2;01/07/2010;1689
Intel;Pentium Dual-Core;G6950;Clarkdale;;2800 MHz;382,000,000;32 nanometres;64 bit;1,40 V;LGA1156;2;07/01/2010;2513
Intel;Pentium Dual-Core;G6951;Clarkdale;;2800 MHz;382,000,000;32 nanometres;64 bit;1,40 V;LGA1156;2;01/07/2011;3272
Intel;Pentium Dual-Core;G6960;Clarkdale;;2933 MHz;382,000,000;32 nanometres;64 bit;1,40 V;LGA1156;2;01/01/2011;1724
Intel;Core i7 Mobile;620UE;Arrandale;Calpella;1060 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;07/01/2010;838
Intel;Core i7 Mobile;620UM;Arrandale;Calpella;1060 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;07/01/2010;2010
Intel;Core i7 Mobile;640UM;Arrandale;Calpella;1200 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;07/01/2010;2245
Intel;Core i7 Mobile;660UE;Arrandale;Calpella;1333 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;02/08/2010;607
Intel;Core i7 Mobile;660UM;Arrandale;Calpella;1333 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;24/05/2010;1347
Intel;Core i7 Mobile;680UM;Arrandale;Calpella;1460 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;26/09/2010;2403
Intel;Core i7 Mobile;620LE;Arrandale;Calpella;2000 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;07/01/2010;2102
Intel;Core i7 Mobile;620LM;Arrandale;Calpella;2000 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;07/01/2010;1140
Intel;Core i7 Mobile;640LM;Arrandale;Calpella;2130 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;07/01/2010;1711
Intel;Core i7 Mobile;660LM;Arrandale;Calpella;2260 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;26/09/2010;401
Intel;Core i7 Mobile;610E;Arrandale;Calpella;2533 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;07/01/2010;2572
Intel;Core i7 Mobile;620M;Arrandale;Calpella;2660 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;07/01/2010;2033
Intel;Core i7 Mobile;640M;Arrandale;Calpella;2800 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;26/09/2010;2305
Intel;Core i5 Mobile;430UM;Arrandale;Calpella;1200 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;04/01/2010;1919
Intel;Core i5 Mobile;470UM;Arrandale;Calpella;1333 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;04/01/2010;3489
Intel;Core i5 Mobile;520UM;Arrandale;Calpella;1060 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;04/01/2010;1711
Intel;Core i5 Mobile;540UM;Arrandale;Calpella;1200 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;04/01/2010;2559
Intel;Core i5 Mobile;560UM;Arrandale;Calpella;1333 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;04/01/2010;2952
Intel;Core i5 Mobile;430M;Arrandale;Calpella;2260 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;04/01/2010;1204
Intel;Core i5 Mobile;450M;Arrandale;Calpella;2400 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;20/06/2010;2610
Intel;Core i5 Mobile;460M;Arrandale;Calpella;2533 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;26/09/2010;803
Intel;Core i5 Mobile;480M;Arrandale;Calpella;2667 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;09/01/2011;510
Intel;Core i5 Mobile;520M;Arrandale;Calpella;2400 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;04/01/2010;1300
Intel;Core i5 Mobile;540M;Arrandale;Calpella;2533 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;04/01/2010;1828
Intel;Core i5 Mobile;560M;Arrandale;Calpella;2667 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;04/01/2010;3421
Intel;Core i5 Mobile;580M;Arrandale;Calpella;2667 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;04/01/2010;2322
Intel;Core i3 Mobile;330UM;Arrandale;Calpella;1200 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;24/05/2010;2428
Intel;Core i3 Mobile;380UM;Arrandale;Calpella;1333 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;01/11/2010;1407
Intel;Core i3 Mobile;330M;Arrandale;Calpella;2133 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;07/01/2010;2970
Intel;Core i3 Mobile;350M;Arrandale;Calpella;2667 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;07/01/2010;734
Intel;Core i3 Mobile;370M;Arrandale;Calpella;2400 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;01/07/2010;400
Intel;Core i3 Mobile;380M;Arrandale;Calpella;2533 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;01/07/2010;1121
Intel;Core i3 Mobile;390M;Arrandale;Calpella;2667 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;01/07/2010;3431
Intel;Pentium Dual-Core Mobile;U5400;Arrandale;Calpella;1200 MHz;382,000,000;32 nanometres;64 bit;1,40 V;PGA988;2;01/04/2010;2645
Intel;Pentium Dual-Core Mobile;U5600;Arrandale;Calpella;1333 MHz;382,000,000;32 nanometres;64 bit;1,40 V;PGA988;2;01/04/2010;1454
Intel;Pentium Dual-Core Mobile;P6000;Arrandale;Calpella;1860 MHz;382,000,000;32 nanometres;64 bit;1,40 V;PGA988;2;01/04/2010;3348
Intel;Pentium Dual-Core Mobile;P6100;Arrandale;Calpella;2000 MHz;382,000,000;32 nanometres;64 bit;1,40 V;PGA988;2;01/04/2010;2937
Intel;Pentium Dual-Core Mobile;P6200;Arrandale;Calpella;2133 MHz;382,000,000;32 nanometres;64 bit;1,40 V;PGA988;2;01/04/2010;3317
Intel;Pentium Dual-Core Mobile;P6300;Arrandale;Calpella;2667 MHz;382,000,000;32 nanometres;64 bit;1,40 V;PGA988;2;01/04/2010;1079
Intel;Mobile Celeron Dual-Core;U3400;Arrandale;;1060 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;01/05/2010;1267
Intel;Mobile Celeron Dual-Core;U3600;Arrandale;;1200 MHz;382,000,000;32 nanometres;64 bit;1,40 V;BGA1288;2;09/01/2011;493
Intel;Mobile Celeron Dual-Core;P4500;Arrandale;;2533 MHz;382,000,000;32 nanometres;64 bit;1,40 V;PGA988;2;01/01/2010;2353
Intel;Mobile Celeron Dual-Core;P4600;Arrandale;;2000 MHz;382,000,000;32 nanometres;64 bit;1,40 V;PGA988;2;01/07/2010;788
Intel;Xeon E7-4800;E7-4807;Eagleton;Boxboro-EX;1860 MHz;2,600,000,000;32 nanometres;64 bit;1,35 V;LGA1567;6;03/04/2011;3267
Intel;Xeon E7-4800;E7-4820;Eagleton;Boxboro-EX;2000 MHz;2,600,000,000;32 nanometres;64 bit;1,35 V;LGA1567;8;03/04/2011;1482
Intel;Xeon E7-4800;E7-4830;Eagleton;Boxboro-EX;2133 MHz;2,600,000,000;32 nanometres;64 bit;1,35 V;LGA1567;8;03/04/2011;1760
Intel;Xeon E7-4800;E7-4850;Eagleton;Boxboro-EX;2000 MHz;2,600,000,000;32 nanometres;64 bit;1,35 V;LGA1567;10;03/04/2011;2467
Intel;Xeon E7-4800;E7-4860;Eagleton;Boxboro-EX;2667 MHz;2,600,000,000;32 nanometres;64 bit;1,35 V;LGA1567;10;03/04/2011;2655
Intel;Xeon E7-4800;E7-4870;Eagleton;Boxboro-EX;2400 MHz;2,600,000,000;32 nanometres;64 bit;1,35 V;LGA1567;10;03/04/2011;3078
Intel;Xeon E7-8800;E7-8830;Eagleton;Boxboro-EX;2133 MHz;2,600,000,000;32 nanometres;64 bit;1,35 V;LGA1567;8;03/04/2011;1999
Intel;Xeon E7-8800;E7-8850;Eagleton;Boxboro-EX;2667 MHz;2,600,000,000;32 nanometres;64 bit;1,35 V;LGA1567;8;03/04/2011;1641
Intel;Xeon E7-8800;E7-8850;Eagleton;Boxboro-EX;2000 MHz;2,600,000,000;32 nanometres;64 bit;1,35 V;LGA1567;10;03/04/2011;1619
Intel;Xeon E7-8800;E7-8860;Eagleton;Boxboro-EX;2260 MHz;2,600,000,000;32 nanometres;64 bit;1,35 V;LGA1567;10;03/04/2011;3223
Intel;Xeon E7-8800;E7-8870;Eagleton;Boxboro-EX;2400 MHz;2,600,000,000;32 nanometres;64 bit;1,35 V;LGA1567;10;03/04/2011;1703
Intel;Celeron Dual-Core;G555;Sandy Bridge;;2700 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;23/08/2013;845
Intel;Celeron Dual-Core;G550;Sandy Bridge;;2600 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;23/08/2013;1496
Intel;Celeron Dual-Core;G540;Sandy Bridge;;2500 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;01/07/2013;2421
Intel;Celeron Dual-Core;G530;Sandy Bridge;;2400 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;23/08/2013;2417
Intel;Celeron Dual-Core;G465;Sandy Bridge;;1900 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;1;23/08/2013;1453
Intel;Celeron Dual-Core;G460;Sandy Bridge;;1800 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;1;23/08/2013;2813
